REGION,PROV_CODE,PROV_NAME,DIST_CODE,DIST_NAME,INC_DATE,INC_TYPE,Persons_killed,Persons_injured,Families_affected,Individuals_affected2,Houses_damaged,Houses_destroyed
Eastern,13,Kunar,1309,Khaskunar,20-03-22,Flood / flash flood,0,0,2,20,2,0
Eastern,13,Kunar,1314,Nurgal,20-03-22,Flood / flash flood,0,0,11,77,11,0
Eastern,13,Kunar,1303,Narang,20-03-22,Flood / flash flood,0,0,2,14,2,0
Eastern,13,Kunar,1308,Chawkay,20-03-22,Flood / flash flood,0,0,5,35,5,0
Eastern,13,Kunar,1305,Marawara,20-03-22,Flood / flash flood,0,0,6,36,6,0
Eastern,13,Kunar,1304,Sarkani,20-03-22,Flood / flash flood,0,0,3,33,3,0
North Eastern,15,Badakhshan,1504,Arghanjkhwa,22-03-22,Flood / flash flood,0,0,23,122,0,23
North Eastern,16,Takhar,1607,Farkhar,24-03-22,Flood / flash flood,0,0,1,7,1,0
North Eastern,16,Takhar,1616,Warsaj,24-03-22,Flood / flash flood,0,0,5,29,1,3
North Eastern,15,Badakhshan,1501,Fayzabad,05-04-22,Flood / flash flood,0,0,37,159,19,18
North Eastern,16,Takhar,1607,Farkhar,13-04-22,Flood / flash flood,0,0,6,42,6,0
Eastern,13,Kunar,1308,Chawkay,14-04-22,Flood / flash flood,0,0,1,7,1,0
North Eastern,17,Kunduz,1701,Kunduz,14-04-22,Flood / flash flood,0,0,6,34,3,3
Eastern,13,Kunar,1301,Asadabad,14-04-22,Flood / flash flood,0,0,1,7,1,0
Eastern,13,Kunar,1303,Narang,14-04-22,Flood / flash flood,0,0,2,14,2,0
Western,21,Ghor,2101,Chaghcharan,18-04-22,Flood / flash flood,0,1,5,61,0,5
Central Highland,10,Bamyan,1006,Kahmard,18-04-22,Landslide / mudflow,0,0,9,57,0,9
Central Highland,10,Bamyan,1006,Kahmard,18-04-22,Landslide / mudflow,0,0,13,60,0,13
Western,30,Hirat,3006,Pashtunzarghun,18-04-22,Flood / flash flood,3,5,25,280,20,5
Central Highland,10,Bamyan,1005,Shibar,18-04-22,Flood / flash flood,0,0,4,57,4,0
Central Highland,10,Bamyan,1001,Bamyan,18-04-22,Flood / flash flood,0,0,5,30,5,0
Western,30,Hirat,3006,Pashtunzarghun,18-04-22,Flood / flash flood,0,0,16,112,5,11
Capital,3,Parwan,303,Shinwari,18-04-22,Flood / flash flood,0,0,7,33,6,1
Central Highland,10,Bamyan,1007,Waras,18-04-22,Flood / flash flood,0,0,12,72,12,0
Southern,23,Uruzgan,2303,Shahid-e-Hassas,18-04-22,Flood / flash flood,0,2,20,197,20,0
Central Highland,10,Bamyan,1004,Panjab,18-04-22,Flood / flash flood,0,0,7,46,7,0
Western,30,Hirat,3006,Pashtunzarghun,19-04-22,Flood / flash flood,0,0,38,262,13,25
North Eastern,16,Takhar,1610,Chahab,19-04-22,Landslide / mudflow,0,0,3,21,0,3
Capital,4,Wardak,402,Jalrez,19-04-22,Flood / flash flood,0,0,15,111,15,0
Western,21,Ghor,2105,Shahrak,19-04-22,Flood / flash flood,1,1,74,108,2,2
North Eastern,15,Badakhshan,1509,Teshkan,29-04-22,Flood / flash flood,0,0,38,266,18,20
Northern,19,Samangan,1906,Khuram Wa Sarbagh,03-05-22,Flood / flash flood,0,0,8,56,8,0
Western,30,Hirat,3012,Obe,03-05-22,Flood / flash flood,1,0,36,252,16,20
Western,29,Badghis,2904,Qadis,03-05-22,Flood / flash flood,0,0,19,112,11,9
Western,30,Hirat,3009,Ghoryan,03-05-22,Flood / flash flood,0,1,80,523,80,0
Western,29,Badghis,2907,Ghormach,03-05-22,Flood / flash flood,1,0,150,1050,20,130
Northern,19,Samangan,1907,Ruy-e-Duab,03-05-22,Flood / flash flood,0,0,19,124,19,0
Western,29,Badghis,2904,Qadis,03-05-22,Flood / flash flood,0,0,101,653,101,0
Western,30,Hirat,3005,Guzara,03-05-22,Flood / flash flood,0,0,1,7,1,0
Northern,28,Faryab,2802,Khwajasabzposh,03-05-22,Flood / flash flood,0,0,4,20,4,0
Northern,19,Samangan,1905,Dara-e Suf-e-Bala,03-05-22,Flood / flash flood,0,0,15,119,15,0
North Eastern,16,Takhar,1607,Farkhar,03-05-22,Flood / flash flood,1,0,2,17,2,0
North Eastern,15,Badakhshan,1518,Keshem,03-05-22,Flood / flash flood,0,0,16,103,7,9
North Eastern,15,Badakhshan,1504,Arghanjkhwa,03-05-22,Flood / flash flood,0,0,22,154,19,3
North Eastern,16,Takhar,1615,Eshkmesh,03-05-22,Flood / flash flood,0,2,2,14,2,0
North Eastern,15,Badakhshan,1504,Arghanjkhwa,03-05-22,Avalanche,0,0,22,240,19,3
Northern,19,Samangan,1904,Dara-e- Suf-e- Payin,03-05-22,Flood / flash flood,0,0,5,35,5,0
Capital,3,Parwan,303,Shinwari,03-05-22,Flood / flash flood,0,0,31,215,31,0
Capital,3,Parwan,303,Shinwari,03-05-22,Flood / flash flood,0,0,25,185,21,4
North Eastern,9,Baghlan,903,Dahana-e-Ghori,04-05-22,Flood / flash flood,0,0,269,1883,167,102
Eastern,13,Kunar,1304,Sarkani,04-05-22,Flood / flash flood,0,0,1,11,1,0
Eastern,13,Kunar,1301,Asadabad,04-05-22,Flood / flash flood,0,0,1,7,1,0
Eastern,13,Kunar,1315,Nari,04-05-22,Flood / flash flood,0,0,3,21,3,0
Eastern,13,Kunar,1305,Marawara,04-05-22,Flood / flash flood,0,0,2,19,2,0
Northern,28,Faryab,2801,Maymana,04-05-22,Flood / flash flood,1,2,352,1199,223,129
Eastern,13,Kunar,1305,Marawara,04-05-22,Flood / flash flood,0,0,3,19,3,0
Eastern,13,Kunar,1305,Marawara,04-05-22,Flood / flash flood,0,0,4,33,4,0
Eastern,13,Kunar,1302,Watapur,04-05-22,Flood / flash flood,0,0,2,13,2,0
Eastern,13,Kunar,1302,Watapur,04-05-22,Flood / flash flood,0,0,2,13,2,0
Eastern,13,Kunar,1305,Marawara,04-05-22,Flood / flash flood,0,0,4,30,4,0
Northern,28,Faryab,2806,Qaysar,04-05-22,Flood / flash flood,0,3,62,306,43,19
Eastern,13,Kunar,1314,Nurgal,04-05-22,Flood / flash flood,0,0,1,10,1,0
Capital,3,Parwan,301,Charikar,04-05-22,Flood / flash flood,0,0,5,31,4,1
Northern,28,Faryab,2803,Pashtunkot,04-05-22,Flood / flash flood,0,0,8,51,8,0
Eastern,13,Kunar,1314,Nurgal,04-05-22,Flood / flash flood,0,0,4,25,4,0
Northern,28,Faryab,2807,Kohestan,04-05-22,Flood / flash flood,0,0,7,41,7,0
Capital,3,Parwan,303,Shinwari,04-05-22,Flood / flash flood,0,0,25,141,21,4
Capital,3,Parwan,303,Shinwari,04-05-22,Flood / flash flood,2,2,10,68,7,3
Northern,27,Jawzjan,2704,Qoshtepa,05-05-22,Flood / flash flood,0,0,17,119,17,0
North Eastern,15,Badakhshan,1521,Jorm,05-05-22,Flood / flash flood,0,0,19,126,19,0
Eastern,13,Kunar,1310,Dangam,05-05-22,Flood / flash flood,0,0,2,15,2,0
North Eastern,15,Badakhshan,1508,Shahr-e-Buzorg,05-05-22,Flood / flash flood,0,0,39,273,34,5
Western,29,Badghis,2907,Ghormach,05-05-22,Flood / flash flood,1,0,144,1008,100,44
Eastern,6,Nangarhar,605,Chaparhar,06-05-22,Flood / flash flood,4,1,1,7,0,1
North Eastern,9,Baghlan,907,Khenjan,06-05-22,Flood / flash flood,0,0,32,262,25,7
North Eastern,9,Baghlan,909,Khwajahejran,06-05-22,Flood / flash flood,0,0,26,211,19,7
Eastern,6,Nangarhar,618,Shinwar,06-05-22,Flood / flash flood,0,2,1,12,1,0
Northern,18,Balkh,1815,Keshendeh,06-05-22,Flood / flash flood,5,5,4,28,0,4
Eastern,6,Nangarhar,607,Kama,06-05-22,Flood / flash flood,0,1,2,11,1,1
Eastern,6,Nangarhar,615,Batikot,06-05-22,Flood / flash flood,0,0,2,15,1,1
North Eastern,15,Badakhshan,1509,Teshkan,07-05-22,Flood / flash flood,0,0,24,168,24,0
Northern,27,Jawzjan,2704,Qoshtepa,17-05-22,Flood / flash flood,0,0,18,142,18,0
North Eastern,17,Kunduz,1701,Kunduz,18-05-22,Flood / flash flood,0,0,3,21,3,0
North Eastern,15,Badakhshan,1501,Fayzabad,20-05-22,Flood / flash flood,0,0,38,150,32,6
North Eastern,16,Takhar,1606,Namakab,20-05-22,Flood / flash flood,0,0,3,24,2,1
Eastern,13,Kunar,1305,Marawara,21-05-22,Flood / flash flood,0,0,8,56,8,0
Eastern,13,Kunar,1315,Nari,21-05-22,Flood / flash flood,0,0,1,7,1,0
Eastern,13,Kunar,1314,Nurgal,21-05-22,Flood / flash flood,0,0,1,10,1,0
Eastern,13,Kunar,1308,Chawkay,21-05-22,Flood / flash flood,0,0,2,13,2,0
Eastern,13,Kunar,1301,Asadabad,21-05-22,Flood / flash flood,0,0,1,7,1,0
Eastern,13,Kunar,1314,Nurgal,21-05-22,Flood / flash flood,0,0,1,7,1,0
Eastern,6,Nangarhar,612,Pachieragam,21-05-22,Flood / flash flood,2,0,1,4,0,1
Eastern,6,Nangarhar,617,Achin,21-05-22,Flood / flash flood,0,3,2,16,2,0
North Eastern,16,Takhar,1604,Bangi,21-05-22,Flood / flash flood,0,0,6,40,6,0
Western,30,Hirat,3004,Zindajan,22-05-22,Flood / flash flood,1,1,10,77,10,0
Eastern,6,Nangarhar,618,Shinwar,28-05-22,Flood / flash flood,1,3,1,7,0,1
North Eastern,15,Badakhshan,1527,Zebak,13-06-22,Flood / flash flood,0,0,10,57,9,1
North Eastern,15,Badakhshan,1518,Keshem,17-06-22,Flood / flash flood,2,0,1,2,0,0
Eastern,13,Kunar,1304,Sarkani,18-06-22,Flood / flash flood,0,0,4,24,4,0
North Eastern,15,Badakhshan,1512,Baharak,18-06-22,Flood / flash flood,0,0,18,92,11,7
Eastern,13,Kunar,1311,Barkunar,18-06-22,Flood / flash flood,0,0,6,42,6,0
North Eastern,15,Badakhshan,1522,Warduj,18-06-22,Flood / flash flood,0,0,10,39,8,2
Eastern,13,Kunar,1314,Nurgal,18-06-22,Flood / flash flood,0,0,5,35,5,0
Eastern,13,Kunar,1303,Narang,18-06-22,Flood / flash flood,0,0,17,111,17,0
North Eastern,15,Badakhshan,1503,Argo,18-06-22,Flood / flash flood,0,0,7,54,7,0
Eastern,13,Kunar,1304,Sarkani,18-06-22,Flood / flash flood,0,0,13,98,13,0
Eastern,13,Kunar,1308,Chawkay,18-06-22,Flood / flash flood,0,0,7,52,8,0
Eastern,13,Kunar,1307,Dara-e-Pech,18-06-22,Flood / flash flood,0,0,4,28,4,0
Eastern,13,Kunar,1301,Asadabad,18-06-22,Flood / flash flood,7,3,76,532,76,0
Eastern,13,Kunar,1301,Asadabad,18-06-22,Flood / flash flood,0,0,2,18,2,0
Eastern,13,Kunar,1309,Khaskunar,18-06-22,Flood / flash flood,0,0,36,222,36,0
Eastern,13,Kunar,1312,Ghaziabad,18-06-22,Flood / flash flood,2,0,1,2,0,0
Eastern,13,Kunar,1306,Shigal Wa Sheltan,18-06-22,Flood / flash flood,3,0,77,539,76,0
Eastern,13,Kunar,1302,Watapur,18-06-22,Flood / flash flood,0,0,16,112,16,0
Eastern,13,Kunar,1310,Dangam,18-06-22,Flood / flash flood,0,0,20,140,20,0
Eastern,13,Kunar,1313,Chapadara,18-06-22,Heavy snowfall,3,14,172,1204,172,0
Eastern,13,Kunar,1315,Nari,18-06-22,Flood / flash flood,0,0,9,63,9,0
Eastern,13,Kunar,1305,Marawara,18-06-22,Flood / flash flood,0,0,88,629,94,0
North Eastern,15,Badakhshan,1512,Baharak,19-06-22,Flood / flash flood,0,0,18,110,0,18
North Eastern,15,Badakhshan,1509,Teshkan,19-06-22,Flood / flash flood,0,0,30,180,30,0
North Eastern,16,Takhar,1601,Taloqan,20-06-22,Flood / flash flood,0,0,2,16,0,2
North Eastern,17,Kunduz,1702,Emamsaheb,20-06-22,Flood / flash flood,0,0,6,40,4,2
North Eastern,16,Takhar,1609,Rostaq,20-06-22,Flood / flash flood,2,0,1,2,0,0
North Eastern,17,Kunduz,1702,Emamsaheb,21-06-22,Flood / flash flood,0,0,6,42,0,6
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,0,3,56,448,0,56
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,0,0,42,288,12,30
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,1,2,61,410,11,50
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,1,10,13,108,3,10
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,0,16,158,1471,0,158
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,0,0,53,325,8,45
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,0,0,56,376,6,50
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,0,8,24,190,0,24
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,23,53,45,298,5,40
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,4,8,192,1344,100,92
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,0,5,59,370,40,19
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,3,0,39,203,9,30
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,0,0,151,860,51,100
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,0,0,18,128,8,10
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,0,0,29,261,0,29
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,0,0,16,133,6,10
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,0,0,67,352,10,57
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,40,125,299,2032,119,180
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,0,0,48,996,8,40
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,0,3,89,785,9,80
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,0,5,27,273,7,20
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,5,2,30,200,5,25
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,0,7,58,464,39,19
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,4,4,47,283,10,37
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,33,10,72,692,0,72
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,22,28,15,127,3,12
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,2,1,207,1391,100,107
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,0,2,30,221,12,18
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,5,29,53,371,0,53
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,0,0,61,400,20,41
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,39,53,219,1520,6,213
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,1,2,60,366,20,40
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,0,9,187,1206,160,27
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,0,0,106,954,0,106
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,3,0,27,186,17,10
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,0,0,55,1047,5,50
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,0,0,15,175,7,8
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,79,129,149,991,30,119
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,0,0,29,167,9,20
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,0,5,77,520,50,27
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,0,3,37,278,37,0
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,0,8,137,960,0,137
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,0,9,20,145,10,10
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,0,0,41,285,0,41
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,0,11,155,1039,104,57
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,0,3,52,370,0,52
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,0,5,42,288,0,42
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,0,3,62,429,0,62
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,0,5,43,300,0,43
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,0,10,92,671,32,60
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,0,0,20,124,5,15
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,0,0,7,49,5,2
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,0,3,110,805,10,100
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,0,3,40,266,0,40
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,0,0,173,281,0,173
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,2,7,170,1087,70,100
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,0,2,77,592,77,0
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,0,6,61,419,0,61
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,0,5,99,685,99,0
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,2,6,72,523,6,72
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,1,5,120,761,0,120
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,0,0,25,170,20,5
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,1,7,85,602,35,50
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,2,3,63,569,0,63
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,10,202,362,2534,0,362
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,0,0,30,629,6,24
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,15,29,74,682,0,74
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,5,9,30,244,5,25
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,23,40,410,2895,250,310
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,0,8,164,1074,100,64
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,0,0,45,327,25,20
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,0,2,137,900,80,57
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,0,0,24,163,21,3
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,0,0,24,243,3,21
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,1,4,246,1717,200,46
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,0,0,24,216,5,19
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,2,35,163,996,13,150
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,0,0,94,1392,0,94
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,6,5,29,221,20,9
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,0,5,99,573,90,9
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,0,8,150,913,120,30
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,0,15,106,652,96,10
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,0,7,127,978,115,12
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,0,0,211,1507,170,41
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,0,5,54,383,50,4
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,0,3,96,669,56,40
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,0,22,79,437,79,0
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,0,9,360,2804,200,160
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,0,0,171,1288,161,10
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,0,13,151,909,121,30
South Eastern,26,Khost,2606,Tani,22-06-22,Earthquake,0,0,38,265,38,0
Eastern,6,Nangarhar,603,Surkhrod,22-06-22,Flood / flash flood,0,0,3,25,3,0
Eastern,6,Nangarhar,615,Batikot,22-06-22,Flood / flash flood,0,0,2,17,2,0
Eastern,6,Nangarhar,614,Kot,22-06-22,Flood / flash flood,0,0,9,75,9,0
Eastern,7,Laghman,704,Alingar,22-06-22,Flood / flash flood,0,0,16,118,15,1
Eastern,7,Laghman,701,Mehtarlam,22-06-22,Flood / flash flood,0,0,37,280,32,5
Eastern,6,Nangarhar,606,Rodat,22-06-22,Flood / flash flood,0,0,1,5,1,0
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,0,0,51,451,46,5
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,0,0,45,405,40,5
Eastern,6,Nangarhar,618,Shinwar,22-06-22,Flood / flash flood,2,0,9,55,9,0
Eastern,6,Nangarhar,607,Kama,22-06-22,Flood / flash flood,0,0,3,22,2,1
Eastern,6,Nangarhar,618,Shinwar,22-06-22,Flood / flash flood,0,0,8,72,7,1
South Eastern,26,Khost,2610,Shamal,22-06-22,Earthquake,0,0,35,298,35,0
South Eastern,26,Khost,2610,Shamal,22-06-22,Earthquake,0,0,18,127,10,8
South Eastern,26,Khost,2610,Shamal,22-06-22,Earthquake,0,1,44,334,34,10
South Eastern,26,Khost,2610,Shamal,22-06-22,Earthquake,2,2,8,69,8,0
South Eastern,26,Khost,2610,Shamal,22-06-22,Earthquake,0,0,17,138,10,7
South Eastern,26,Khost,2610,Shamal,22-06-22,Earthquake,0,0,41,299,40,15
Eastern,6,Nangarhar,617,Achin,22-06-22,Flood / flash flood,2,0,4,32,4,0
Eastern,6,Nangarhar,619,Muhmand Dara,22-06-22,Flood / flash flood,0,0,17,105,17,0
Eastern,6,Nangarhar,601,Jalalabad,22-06-22,Flood / flash flood,0,0,45,348,40,5
South Eastern,25,Paktika,2516,Gyan,22-06-22,Earthquake,0,0,67,525,60,7
Eastern,6,Nangarhar,618,Shinwar,22-06-22,Flood / flash flood,0,0,18,133,47,0
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,0,11,181,1167,160,32
South Eastern,26,Khost,2606,Tani,22-06-22,Earthquake,0,0,178,1205,178,0
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,0,0,66,461,50,29
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,0,5,185,969,150,35
South Eastern,26,Khost,2611,Spera,22-06-22,Earthquake,0,21,633,4966,400,233
